nse_symbol,fyers_symbol,isin,name,fytoken,last_updated
KRN,NSE:KRN-EQ,INE0Q3J01015,KRN HEAT EXCHANGE N REF L,101000000025643,2026-08-27
KROSS,NSE:KROSS-EQ,INE0O6601022,KROSS LIMITED,101000000025252,2026-08-27
KRSNAA,NSE:KRSNAA-EQ,INE08LI01020,KRSNAA DIAGNOSTICS LTD,10100000005359,2026-08-27
KRYSTAL,NSE:KRYSTAL-EQ,INE0QN801017,KRYSTAL INTEGRATED SER L,101000000023175,2026-08-27
KSB,NSE:KSB-EQ,INE999A01023,KSB LIMITED,10100000001949,2026-08-27
KSCL,NSE:KSCL-EQ,INE455I01029,KAVERI SEED CO. LTD.,101000000014972,2026-08-27
KSE,NSE:KSE-EQ,INE953E01022,KSE LTD.,1010000000764753,2026-08-27
KSHINTL,NSE:KSHINTL-EQ,INE987S01020,KSH INTERNATIONAL LIMITED,1010000000760433,2026-08-27
KSHITIJPOL,NSE:KSHITIJPOL-EQ,INE013801027,KSHITIJ POLYLINE LIMITED,101000000010407,2026-08-27
KSL,NSE:KSL-EQ,INE907A01026,KALYANI STEELS LIMITED,101000000018889,2026-08-27
KSOLVES,NSE:KSOLVES-EQ,INE0D6I01023,KSOLVES INDIA LIMITED,101000000011060,2026-08-27
KSR,NSE:KSR-EQ,INE1SPP01016,KSR FOOTWEAR LIMITED,1010000000759987,2026-08-27
KTKBANK,NSE:KTKBANK-EQ,INE614B01018,KARNATAKA BANK LIMITED,10100000008054,2026-08-27
KUANTUM,NSE:KUANTUM-EQ,INE529I01021,KUANTUM PAPERS LIMITED,101000000013870,2026-08-27
KUSUMGAR,NSE:KUSUMGAR-EQ,INE0ISX01025,KUSUMGAR LIMITED,1010000000764116,2026-08-27
KWIL,NSE:KWIL-EQ,INE2KCE01013,KWALITY WALL'S (INDIA) L,1010000000760946,2026-08-27
LADDERUP,NSE:LADDERUP-EQ,INE519D01015,LADDERUP FINANCE LTD.,1010000000764758,2026-08-27
LAGNAM,NSE:LAGNAM-EQ,INE548Z01017,LAGNAM SPINTEX LIMITED,10100000005865,2026-08-27
LAHOTIOV,NSE:LAHOTIOV-EQ,INE515C01023,LAHOTI OVERSEAS LTD.,1010000000762762,2026-08-27
LAKSHMIMIL,NSE:LAKSHMIMIL-EQ,INE938C01019,LAKSHMI MILLS CO. LTD.,1010000000764763,2026-08-27
LAL,NSE:LAL-EQ,INE740X01023,LORENZINI APPARELS LTD,101000000014924,2026-08-27
LALITHAA,NSE:LALITHAA-EQ,INE0K9O01026,LALITHAA JEWELLERY MART L,1010000000765361,2026-08-27
LALPATHLAB,NSE:LALPATHLAB-EQ,INE600L01024,DR. LAL PATH LABS LTD.,101000000011654,2026-08-27
LAMBODHARA,NSE:LAMBODHARA-EQ,INE112F01022,LAMBODHARA TEXTILES LTD.,10100000006407,2026-08-27
LANCER,NSE:LANCER-EQ,INE359U01028,LANCER CONTAINER LINES L,10100000009392,2026-08-27
LANCORHOL,NSE:LANCORHOL-EQ,INE572G01025,LANCOR HOLDINGS LIMITED,101000000023027,2026-08-27
LANDMARK,NSE:LANDMARK-EQ,INE559R01029,LANDMARK CARS LIMITED,101000000013276,2026-08-27
LANDSMILL,NSE:LANDSMILL-EQ,INE688J01023,LANDSMILL GREEN LIMITED,101000000017376,2026-08-27
LAOPALA,NSE:LAOPALA-EQ,INE059D01020,LA OPALA RG LIMITED,101000000014423,2026-08-27
LASA,NSE:LASA-EQ,INE670X01014,LASA SUPERGENERICS LTD,101000000021713,2026-08-27
LASERPOWER,NSE:LASERPOWER-EQ,INE17IR01028,LASER POWER & INFRA LTD,1010000000764126,2026-08-27
LATENTVIEW,NSE:LATENTVIEW-EQ,INE0I7C01011,LATENT VIEW ANALYTICS LTD,10100000006818,2026-08-27
LATTEYS,NSE:LATTEYS-EQ,INE262Z01023,LATTEYS INDUSTRIES LTD,101000000015840,2026-08-27
LAURUSLABS,NSE:LAURUSLABS-EQ,INE947Q01028,LAURUS LABS LIMITED,101000000019234,2026-08-27
LAXMICOT,NSE:LAXMICOT-EQ,INE801V01019,LAXMI COTSPIN LIMITED,10100000006568,2026-08-27
LAXMIDENTL,NSE:LAXMIDENTL-EQ,INE0WO601020,LAXMI DENTAL LIMITED,101000000029171,2026-08-27
LAXMIINDIA,NSE:LAXMIINDIA-EQ,INE06WU01026,LAXMI INDIA FINANCE LTD,1010000000758863,2026-08-27
LCCINFOTEC,NSE:LCCINFOTEC-EQ,INE938A01021,LCC INFOTECH LTD,10100000007529,2026-08-27
LCL,NSE:LCL-EQ,INE0QJW01029,LOHIA CORP LIMITED,1010000000764296,2026-08-27
LEAPIND,NSE:LEAPIND-EQ,INE00GO01025,LEAP INDIA LIMITED,1010000000764523,2026-08-27
LEENEE,NSE:LEENEE-EQ,INE791B01014,LEE & NEE SOFTWARES (E) L,1010000000765095,2026-08-27
LEMERITE,NSE:LEMERITE-EQ,INE0G1L01025,LE MERITE EXPORTS LIMITED,1010000000760300,2026-08-27
LEMONTREE,NSE:LEMONTREE-EQ,INE970X01018,LEMON TREE HOTELS LTD,10100000002606,2026-08-27
LENSKART,NSE:LENSKART-EQ,INE956O01016,LENSKART SOLUTIONS LTD,1010000000759605,2026-08-27
LEXUS,NSE:LEXUS-EQ,INE500X01013,LEXUS GRANITO (INDIA) LTD,101000000014459,2026-08-27
LFIC,NSE:LFIC-EQ,INE850E01012,LAKSHMI FIN IND CORP LTD,10100000007902,2026-08-27
LGBBROSLTD,NSE:LGBBROSLTD-EQ,INE337A01034,LG BALAKRISHNAN & BROS,101000000018321,2026-08-27
LGEINDIA,NSE:LGEINDIA-EQ,INE324D01010,LG ELECTRONICS INDIA LTD,1010000000760213,2026-08-27
LGHL,NSE:LGHL-EQ,INE258Y01016,LAXMI GOLDORNA HOUSE LTD,101000000019876,2026-08-27
LIBAS,NSE:LIBAS-EQ,INE908V01012,LIBAS CONSU PRODUCTS LTD,101000000011082,2026-08-27
LIBERTSHOE,NSE:LIBERTSHOE-EQ,INE557B01019,LIBERTY SHOES LTD,10100000001994,2026-08-27
LICHSGFIN,NSE:LICHSGFIN-EQ,INE115A01026,LIC HOUSING FINANCE LTD,10100000001997,2026-08-27
LICI,NSE:LICI-EQ,INE0J1Y01017,LIFE INSURA CORP OF INDIA,10100000009480,2026-08-27
LIKHITHA,NSE:LIKHITHA-EQ,INE060901027,LIKHITHA INFRASTRUC LTD,1010000000578,2026-08-27
LINC,NSE:LINC-EQ,INE802B01027,LINC LIMITED,10100000006951,2026-08-27
LINCOLN,NSE:LINCOLN-EQ,INE405C01035,LINCOLN PHARMA LTD,101000000011596,2026-08-27
LINDEINDIA,NSE:LINDEINDIA-EQ,INE473A01011,LINDE INDIA LIMITED,10100000001627,2026-08-27
LKPSEC,NSE:LKPSEC-EQ,INE341H01023,L K P SECURITIES LTD.,1010000000765100,2026-08-27
LLOYDSENGG,NSE:LLOYDSENGG-EQ,INE093R01011,LLOYDS ENGG WORK LIMITED,101000000017801,2026-08-27
LLOYDSENT,NSE:LLOYDSENT-EQ,INE080I01025,LLOYDS ENTERPRISES LTD,101000000025807,2026-08-27
LLOYDSME,NSE:LLOYDSME-EQ,INE281B01032,LLOYDS METALS N ENERGY L,101000000017313,2026-08-27
LMW,NSE:LMW-EQ,INE269B01029,LMW LIMITED,10100000001979,2026-08-27
LODHA,NSE:LODHA-EQ,INE670K01029,LODHA DEVELOPERS LIMITED,10100000003220,2026-08-27
LORDSCHLO,NSE:LORDSCHLO-EQ,INE846D01012,LORDS CHLORO ALKALI LTD,101000000018232,2026-08-27
LOTUSCHO,NSE:LOTUSCHO-EQ,INE026D01011,LOTUS CHOCOLATE CO. LTD.,1010000000764768,2026-08-27
LOTUSEYE,NSE:LOTUSEYE-EQ,INE947I01017,LOTUS EYE HOSP & INST L,101000000016807,2026-08-27
LOVABLE,NSE:LOVABLE-EQ,INE597L01014,LOVABLE LINGERIE LTD,101000000022415,2026-08-27
LOYALTEX,NSE:LOYALTEX-EQ,INE970D01010,LOYAL TEXTILE MILLS LTD,101000000010590,2026-08-27
LPDC,NSE:LPDC-EQ,INE197J01017,LANDMARK PR.DEV.CO.LTD,101000000016863,2026-08-27
LT,NSE:LT-EQ,INE018A01030,LARSEN & TOUBRO LTD.,101000000011483,2026-08-27
LTF,NSE:LTF-EQ,INE498L01015,L&T FINANCE LIMITED,101000000024948,2026-08-27
LTFOODS,NSE:LTFOODS-EQ,INE818H01020,LT FOODS LIMITED,101000000013816,2026-08-27
LTM,NSE:LTM-EQ,INE214T01019,LTM LIMITED,101000000017818,2026-08-27
LTTS,NSE:LTTS-EQ,INE010V01017,L&T TECHNOLOGY SER. LTD.,101000000018564,2026-08-27
LUMAXIND,NSE:LUMAXIND-EQ,INE162B01018,LUMAX INDUSTRIES LTD,10100000002018,2026-08-27
LUMAXTECH,NSE:LUMAXTECH-EQ,INE872H01027,LUMAX AUTO TECH LTD,101000000014014,2026-08-27
LUPIN,NSE:LUPIN-EQ,INE326A01037,LUPIN LIMITED,101000000010440,2026-08-27
LUXIND,NSE:LUXIND-EQ,INE150G01020,LUX INDUSTRIES LIMITED,101000000011301,2026-08-27
LXCHEM,NSE:LXCHEM-EQ,INE576O01020,LAXMI ORGANIC INDUS LTD,10100000002841,2026-08-27
M&M,NSE:M&M-EQ,INE101A01026,MAHINDRA & MAHINDRA LTD,10100000002031,2026-08-27
M&MFIN,NSE:M&MFIN-EQ,INE774D01024,M&M FIN. SERVICES LTD,101000000013285,2026-08-27
MAANALU,NSE:MAANALU-EQ,INE215I01027,MAAN ALUMINIUM LIMITED,101000000015017,2026-08-27
MACPOWER,NSE:MACPOWER-EQ,INE155Z01011,MACPOWER CNC MACHINES LTD,101000000022347,2026-08-27
MADHAV,NSE:MADHAV-EQ,INE925C01016,MADHAV MARBLE & GRANITE,101000000015151,2026-08-27
MADHAVIPL,NSE:MADHAVIPL-EQ,INE631R01026,MADHAV INFRA PROJECTS L,1010000000762767,2026-08-27
MADRASFERT,NSE:MADRASFERT-EQ,INE414A01015,MADRAS FERTILISERS LTD,10100000004911,2026-08-27
MAFATIND,NSE:MAFATIND-EQ,INE270B01035,MAFATLAL INDUSTRIES LTD.,1010000000762772,2026-08-27
MAGADSUGAR,NSE:MAGADSUGAR-EQ,INE347W01011,MAGADH SUGAR & ENERGY LTD,101000000021392,2026-08-27
MAGNUM,NSE:MAGNUM-EQ,INE387I01016,MAGNUM VENTURES LTD.,101000000014957,2026-08-27
MAHABANK,NSE:MAHABANK-EQ,INE457A01014,BANK OF MAHARASHTRA,101000000011377,2026-08-27
MAHAPEXLTD,NSE:MAHAPEXLTD-EQ,INE843B01013,MAHA RASHTRA APEX COPR. L,10100000005239,2026-08-27
MAHEPC,NSE:MAHEPC-EQ,INE215D01010,MAHINDRA EPC IRRIG LTD,101000000017603,2026-08-27
MAHLIFE,NSE:MAHLIFE-EQ,INE813A01018,MAHINDRA LIFESPACE DEVLTD,10100000008050,2026-08-27
MAHLOG,NSE:MAHLOG-EQ,INE766P01016,MAHINDRA LOGISTIC LIMITED,1010000000385,2026-08-27
MAHSCOOTER,NSE:MAHSCOOTER-EQ,INE288A01013,MAHARASHTRA SCOOTERS LTD,10100000002085,2026-08-27
MAHSEAMLES,NSE:MAHSEAMLES-EQ,INE271B01025,MAHARASHTRA SEAMLESS LTD,10100000002088,2026-08-27
MAITHANALL,NSE:MAITHANALL-EQ,INE683C01011,MAITHAN ALLOYS LTD,101000000024538,2026-08-27
MAKERSL,NSE:MAKERSL-EQ,INE987A01010,MAKERS LABORATORIES LTD.,1010000000764773,2026-08-27
MALLCOM,NSE:MALLCOM-EQ,INE389C01015,MALLCOM (INDIA) LIMITED,10100000007965,2026-08-27
MALUPAPER,NSE:MALUPAPER-EQ,INE383H01017,MALU PAPER MILLS LIMITED,101000000013352,2026-08-27
MAMATA,NSE:MAMATA-EQ,INE0TO701015,MAMATA MACHINERY LIMITED,101000000028687,2026-08-27
MANAKALUCO,NSE:MANAKALUCO-EQ,INE859Q01017,MANAK ALUMINIUM CO. LTD.,10100000007420,2026-08-27
MANAKCOAT,NSE:MANAKCOAT-EQ,INE830Q01018,MAN COAT METAL & IND LTD,10100000007413,2026-08-27
MANAKSIA,NSE:MANAKSIA-EQ,INE015D01022,MANAKSIA LTD.,101000000015199,2026-08-27
MANAKSTEEL,NSE:MANAKSTEEL-EQ,INE824Q01011,MANAKSIA STEELS LTD,10100000007463,2026-08-27
MANALIPETC,NSE:MANALIPETC-EQ,INE201A01024,MANALI PETROCHEMICALS LT,101000000013796,2026-08-27
MANAPPURAM,NSE:MANAPPURAM-EQ,INE522D01027,MANAPPURAM FINANCE LTD,101000000019061,2026-08-27
MANBA,NSE:MANBA-EQ,INE939X01013,MANBA FINANCE LIMITED,101000000025597,2026-08-27
MANBRO,NSE:MANBRO-EQ,INE348N01042,MANBRO INDUSTRIES LTD.,1010000000765105,2026-08-27
MANCREDIT,NSE:MANCREDIT-EQ,INE545L01039,MANGAL CREDIT N FINCORP L,101000000024823,2026-08-27
MANGALAM,NSE:MANGALAM-EQ,INE584F01014,MANGALAM DRUG & CHEM LTD,101000000011817,2026-08-27
MANGLMCEM,NSE:MANGLMCEM-EQ,INE347A01017,MANGALAM CEMENT LTD,10100000002106,2026-08-27
MANINDS,NSE:MANINDS-EQ,INE993A01026,MAN INDUSTRIES (I) LTD.,101000000011884,2026-08-27
MANINFRA,NSE:MANINFRA-EQ,INE949H01023,MAN INFRA LTD,101000000018226,2026-08-27
MANIPALHOS,NSE:MANIPALHOS-EQ,INE459N01021,MANIPAL HEALTH ENTERPRI L,1010000000764357,2026-08-27
MANKIND,NSE:MANKIND-EQ,INE634S01028,MANKIND PHARMA LIMITED,101000000015380,2026-08-27
MANOMAY,NSE:MANOMAY-EQ,INE784W01015,MANOMAY TEX INDIA LTD,101000000013753,2026-08-27
MANORAMA,NSE:MANORAMA-EQ,INE00VM01036,MANORAMA INDUSTRIES LTD,101000000010227,2026-08-27
MANORG,NSE:MANORG-EQ,INE370D01013,MANGALAM ORGANICS LIMITED,10100000006422,2026-08-27
MANYAVAR,NSE:MANYAVAR-EQ,INE825V01034,VEDANT FASHIONS LIMITED,10100000008167,2026-08-27
MAPMYINDIA,NSE:MAPMYINDIA-EQ,INE0BV301023,C.E. INFO SYSTEMS LIMITED,10100000007227,2026-08-27
MARALOVER,NSE:MARALOVER-EQ,INE882A01013,MARAL OVERSEAS LTD,10100000002112,2026-08-27
MARATHON,NSE:MARATHON-EQ,INE182D01020,MARATHON NXTGEN REALT LTD,101000000018659,2026-08-27
MARICO,NSE:MARICO-EQ,INE196A01026,MARICO LIMITED,10100000004067,2026-08-27
MARINE,NSE:MARINE-EQ,INE01JE01028,MARINE ELECTRICAL (I) LTD,10100000001328,2026-08-27
MARKOLINES,NSE:MARKOLINES-EQ,INE0FW001016,MARKOLINES PAVEMENT TEC L,1010000000760204,2026-08-27
MARKSANS,NSE:MARKSANS-EQ,INE750C01026,MARKSANS PHARMA LIMITED,101000000010579,2026-08-27
MARSONS,NSE:MARSONS-EQ,INE415B01044,MARSONS LIMITED,1010000000761386,2026-08-27
MARUTI,NSE:MARUTI-EQ,INE585B01010,MARUTI SUZUKI INDIA LTD.,101000000010999,2026-08-27
MASFIN,NSE:MASFIN-EQ,INE348L01012,MAS FINANCIAL SERV LTD,1010000000199,2026-08-27
MASKINVEST,NSE:MASKINVEST-EQ,INE885F01015,MASK INVESTMENTS LIMITED,101000000018727,2026-08-27
MASTEK,NSE:MASTEK-EQ,INE759A01021,MASTEK LTD,10100000002124,2026-08-27
MASTERTR,NSE:MASTERTR-EQ,INE677D01037,MASTER TRUST LIMITED,101000000027047,2026-08-27
MATRIMONY,NSE:MATRIMONY-EQ,INE866R01028,MATRIMONY.COM LIMITED,101000000021726,2026-08-27
MAWANASUG,NSE:MAWANASUG-EQ,INE636A01039,MAWANA SUGARS LIMITED,101000000017022,2026-08-27
MAXESTATES,NSE:MAXESTATES-EQ,INE03EI01018,MAX ESTATES LIMITED,101000000019646,2026-08-27
MAXHEALTH,NSE:MAXHEALTH-EQ,INE027H01010,MAX HEALTHCARE INS LTD,101000000022377,2026-08-27
MAXIND,NSE:MAXIND-EQ,INE0CG601016,MAX INDIA LIMITED,101000000022428,2026-08-27
MAYURUNIQ,NSE:MAYURUNIQ-EQ,INE040D01038,MAYUR UNIQUOTERS LTD,101000000028906,2026-08-27
MAZDOCK,NSE:MAZDOCK-EQ,INE249Z01020,MAZAGON DOCK SHIPBUIL LTD,1010000000509,2026-08-27
MBAPL,NSE:MBAPL-EQ,INE900L01028,MADHYA BHARAT AGRO P. LTD,101000000012686,2026-08-27
MBEL,NSE:MBEL-EQ,INE08N601015,M AND B ENGINEERING LTD,1010000000758150,2026-08-27
MBLINFRA,NSE:MBLINFRA-EQ,INE912H01013,MBL INFRASTRUCTURE LTD,101000000018029,2026-08-27
MCCHRLS-B,NSE:MCCHRLS-B-EQ,INE435D01014,MAC CHARLES (INDIA) LTD.,1010000000762782,2026-08-27
MCL,NSE:MCL-EQ,INE813V01022,M TEK COPPER LIMITED,101000000022360,2026-08-27
MCLEODRUSS,NSE:MCLEODRUSS-EQ,INE942G01012,MCLEOD RUSSEL INDIA LTD.,101000000011943,2026-08-27
MCLOUD,NSE:MCLOUD-EQ,INE613C01026,MAGELLANIC CLOUD LIMITED,101000000029482,2026-08-27
MCX,NSE:MCX-EQ,INE745G01043,MULTI COMMODITY EXCHANGE,101000000031181,2026-08-27
MEDANTA,NSE:MEDANTA-EQ,INE474Q01031,GLOBAL HEALTH LIMITED,101000000011956,2026-08-27
MEDIASSIST,NSE:MEDIASSIST-EQ,INE456Z01021,MEDI ASSIST HEALTH SER L,101000000021705,2026-08-27
MEDICAMEQ,NSE:MEDICAMEQ-EQ,INE646B01010,MEDICAMEN BIOTECH LIMITED,10100000006278,2026-08-27
MEDICAPQ,NSE:MEDICAPQ-EQ,INE442D01010,MEDI CAPS LTD.,1010000000765110,2026-08-27
MEDICO,NSE:MEDICO-EQ,INE630Y01024,MEDICO REMEDIES LIMITED,10100000009667,2026-08-27
MEDPLUS,NSE:MEDPLUS-EQ,INE804L01022,MEDPLUS HEALTH SERV LTD,10100000007254,2026-08-27
MEESHO,NSE:MEESHO-EQ,INE0VDM01015,MEESHO LIMITED,1010000000760229,2026-08-27
MEGASTAR,NSE:MEGASTAR-EQ,INE00EM01016,MEGASTAR FOODS LIMITED,10100000008153,2026-08-27
MEIL,NSE:MEIL-EQ,INE0PKD01011,MANGAL ELECTRICAL IND L,1010000000758748,2026-08-27
MENNPIS,NSE:MENNPIS-EQ,INE650G01029,MENON PISTONS LTD.,1010000000762787,2026-08-27
MERCANTILE,NSE:MERCANTILE-EQ,INE689O01013,MERCANTILE VENTURES LTD.,1010000000762792,2026-08-27
MERCURYEV,NSE:MERCURYEV-EQ,INE763M01028,MERCURY EV-TECH LIMITED,1010000000763663,2026-08-27
METROBRAND,NSE:METROBRAND-EQ,INE317I01021,METRO BRANDS LIMITED,10100000007242,2026-08-27
METROGLOBL,NSE:METROGLOBL-EQ,INE085D01033,METROGLOBAL LTD.,1010000000762797,2026-08-27
METROPOLIS,NSE:METROPOLIS-EQ,INE112L01020,METROPOLIS HEALTHCARE LTD,10100000009581,2026-08-27
MFML,NSE:MFML-EQ,INE0US801024,MAHALAXMI FABRIC MILLS LT,101000000024937,2026-08-27
MFSL,NSE:MFSL-EQ,INE180A01020,MAX FINANCIAL SERV LTD,10100000002142,2026-08-27
MGL,NSE:MGL-EQ,INE002S01010,MAHANAGAR GAS LTD.,101000000017534,2026-08-27
MHRIL,NSE:MHRIL-EQ,INE998I01010,MAHINDRA HOLIDAYS LTD,101000000017333,2026-08-27
MIDHANI,NSE:MIDHANI-EQ,INE099Z01011,MISHRA DHATU NIGAM LTD,10100000002463,2026-08-27
MIDWESTLTD,NSE:MIDWESTLTD-EQ,INE0XAD01024,MIDWEST LIMITED,1010000000759517,2026-08-27
MIIL,NSE:MIIL-EQ,INE898Q01015,MEGHNA INFRACON INFRA L,1010000000764778,2026-08-27
MILKYMIST,NSE:MILKYMIST-EQ,INE00IT01020,MILKY MIST DAIRY FOOD L,1010000000765272,2026-08-27
MINDACORP,NSE:MINDACORP-EQ,INE842C01021,MINDA CORPORATION LTD,101000000025897,2026-08-27
MINDTECK,NSE:MINDTECK-EQ,INE110B01017,MINDTECK (INDIA) LIMITED,101000000018049,2026-08-27
MIRZAINT,NSE:MIRZAINT-EQ,INE771A01026,MIRZA INTERNATIONAL LIMIT,10100000004394,2026-08-27
MITTAL,NSE:MITTAL-EQ,INE997Y01027,MITTAL LIFE STYLE LIMITED,101000000018562,2026-08-27
MKEXIM,NSE:MKEXIM-EQ,INE227F01010,M K EXIM (INDIA) LTD.,1010000000765120,2026-08-27
MKPL,NSE:MKPL-EQ,INE964W01021,M K PROTEINS LIMITED,101000000016736,2026-08-27
MLKFOOD,NSE:MLKFOOD-EQ,INE588G01021,MILKFOOD LTD.,1010000000765125,2026-08-27
MMFL,NSE:MMFL-EQ,INE227C01017,MM FORGINGS LTD,101000000013844,2026-08-27
MMP,NSE:MMP-EQ,INE511Y01018,MMP INDUSTRIES LIMITED,101000000016395,2026-08-27
MMTC,NSE:MMTC-EQ,INE123F01029,MMTC LIMITED,101000000017957,2026-08-27
MMWL,NSE:MMWL-EQ,INE200D01020,MEDIA MATRIX WORLDWIDE L,1010000000762802,2026-08-27
MOBIKWIK,NSE:MOBIKWIK-EQ,INE0HLU01028,ONE MOBIKWIK SYSTEMS LTD,101000000028046,2026-08-27
MODIRUBBER,NSE:MODIRUBBER-EQ,INE832A01018,MODI RUBBER LTD,10100000002229,2026-08-27
MODIS,NSE:MODIS-EQ,INE0L0L01012,MODIS NAVNIRMAN LTD,1010000000759752,2026-08-27
MODTHREAD,NSE:MODTHREAD-EQ,INE794W01014,MODERN THREADS INDIA LTD,10100000002241,2026-08-27
MOHITE,NSE:MOHITE-EQ,INE154B01023,MOHITE INDUSTRIES LTD.,1010000000765130,2026-08-27
MOHITIND,NSE:MOHITIND-EQ,INE954E01012,MOHIT INDUSTRIES LTD,101000000029423,2026-08-27
MOIL,NSE:MOIL-EQ,INE490G01020,MOIL LIMITED,101000000020830,2026-08-27
MOKSH,NSE:MOKSH-EQ,INE514Y01020,MOKSH ORNAMENTS LIMITED,10100000003586,2026-08-27
MOL,NSE:MOL-EQ,INE0CT101020,MEGHMANI ORGANICS LIMITED,10100000005394,2026-08-27
MOLBIO,NSE:MOLBIO-EQ,INE869T01028,MOLBIO DIAGNOSTICS LTD,1010000000764548,2026-08-27
MOLDTKPAC,NSE:MOLDTKPAC-EQ,INE893J01029,MOLD-TEK PACKAGING LTD,10100000006713,2026-08-27
MONARCH,NSE:MONARCH-EQ,INE903D01011,MONARCH NETWORTH CAP LTD,10100000007679,2026-08-27
MONEYBOXX,NSE:MONEYBOXX-EQ,INE296Q01012,MONEYBOXX FINANCE LIMITED,1010000000759381,2026-08-27
MONTECARLO,NSE:MONTECARLO-EQ,INE950M01013,MONTE CARLO FASHIONS LTD.,10100000005938,2026-08-27
MOREPENLAB,NSE:MOREPENLAB-EQ,INE083A01026,MOREPEN LAB. LTD,10100000002259,2026-08-27
MOSCHIP,NSE:MOSCHIP-EQ,INE935B01025,MOSCHIP TECHNOLOGIES LTD,101000000029459,2026-08-27
MOTHERSON,NSE:MOTHERSON-EQ,INE775A01035,SAMVRDHNA MTHRSN INTL LTD,10100000004204,2026-08-27
MOTILALOFS,NSE:MOTILALOFS-EQ,INE338I01027,MOTILAL OSWAL FIN LTD,101000000014947,2026-08-27
MOTISONS,NSE:MOTISONS-EQ,INE0FRK01020,MOTISONS JEWELLERS LTD,101000000020788,2026-08-27
MPHASIS,NSE:MPHASIS-EQ,INE356A01018,MPHASIS LIMITED,10100000004503,2026-08-27
MPSLTD,NSE:MPSLTD-EQ,INE943D01017,MPS LIMITED,101000000010578,2026-08-27
MRF,NSE:MRF-EQ,INE883A01011,MRF LTD,10100000002277,2026-08-27
MRPL,NSE:MRPL-EQ,INE103A01014,MRPL,10100000002283,2026-08-27
MSL,NSE:MSL-EQ,INE829S01016,MANGALAM SEEDS LTD.,1010000000764783,2026-08-27
MSPL,NSE:MSPL-EQ,INE752G01015,MSP STEEL & POWER LTD.,101000000011919,2026-08-27
MSTCLTD,NSE:MSTCLTD-EQ,INE255X01014,MSTC LIMITED,10100000009356,2026-08-27
MSUMI,NSE:MSUMI-EQ,INE0FS801015,MOTHERSON SUMI WRNG IND L,10100000008596,2026-08-27
MTNL,NSE:MTNL-EQ,INE153A01019,MAHANAGAR TELEPHONE NIGAM,10100000002294,2026-08-27
MUFIN,NSE:MUFIN-EQ,INE08KJ01020,MUFIN GREEN FINANCE LTD,101000000019783,2026-08-27
MUFTI,NSE:MUFTI-EQ,INE220Q01020,CREDO BRANDS MARKETING L,101000000020878,2026-08-27
MUKANDLTD,NSE:MUKANDLTD-EQ,INE304A01026,MUKAND LTD.,101000000011325,2026-08-27
MUKESHB,NSE:MUKESHB-EQ,INE596B01017,MUKESH BABU FINANC SER L,1010000000764788,2026-08-27
MUKKA,NSE:MUKKA-EQ,INE0CG401037,MUKKA PROTEINS LIMITED,101000000022980,2026-08-27
MUNJALAU,NSE:MUNJALAU-EQ,INE672B01032,MUNJAL AUTO IND. LTD.,101000000013511,2026-08-27
MUNJALSHOW,NSE:MUNJALSHOW-EQ,INE577A01027,MUNJAL SHOWA LTD,10100000002307,2026-08-27
MURUDCERA,NSE:MURUDCERA-EQ,INE692B01014,MURUDESHWAR CERAMICS LTD,10100000002313,2026-08-27
MUTHOOTCAP,NSE:MUTHOOTCAP-EQ,INE296G01013,MUTHOOT CAP SERV LTD,101000000010415,2026-08-27
MUTHOOTFIN,NSE:MUTHOOTFIN-EQ,INE414G01012,MUTHOOT FINANCE LIMITED,101000000023650,2026-08-27
MUTHOOTMF,NSE:MUTHOOTMF-EQ,INE046W01019,MUTHOOT MICROFIN LIMITED,101000000020831,2026-08-27
MVELECTRO,NSE:MVELECTRO-EQ,INE0OWZ01020,MV ELECTROSYSTEMS LIMITED,1010000000764397,2026-08-27
MVGJL,NSE:MVGJL-EQ,INE0KNT01012,MANOJ VAIBHAV GEM N JEW L,101000000019015,2026-08-27
MWL,NSE:MWL-EQ,INE0JYY01029,MANGALAM WORLDWIDE LTD,1010000000759169,2026-08-27
NACLIND,NSE:NACLIND-EQ,INE295D01020,NACL INDUSTRIES LIMITED,101000000020425,2026-08-27
NAGREEKCAP,NSE:NAGREEKCAP-EQ,INE245I01016,NAGREEKA CAP & INFR.LTD,101000000014942,2026-08-27
NAGREEKEXP,NSE:NAGREEKEXP-EQ,INE123B01028,NAGREEKA EXPORTS LTD.,101000000014702,2026-08-27
NAHARCAP,NSE:NAHARCAP-EQ,INE049I01012,NAHAR CAP & FIN.,101000000015360,2026-08-27
NAHARINDUS,NSE:NAHARINDUS-EQ,INE289A01011,NAHAR INDS ENT LTD,101000000013106,2026-08-27
NAHARPOLY,NSE:NAHARPOLY-EQ,INE308A01027,NAHAR POLY FILMS LIMITED,101000000014445,2026-08-27
NAHARSPING,NSE:NAHARSPING-EQ,INE290A01027,NAHAR SPINNING MILLS LTD.,101000000014440,2026-08-27
NAM-INDIA,NSE:NAM-INDIA-EQ,INE298J01013,NIPPON L I A M LTD,1010000000357,2026-08-27
NARMADA,NSE:NARMADA-EQ,INE117Z01029,NARMADA AGROBASE LIMITED,101000000011627,2026-08-27
NATCAPSUQ,NSE:NATCAPSUQ-EQ,INE936B01015,NATURAL CAPSULES LIMITED,101000000029583,2026-08-27
NATCOPHARM,NSE:NATCOPHARM-EQ,INE987B01026,NATCO PHARMA LTD.,10100000003918,2026-08-27
